RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Index Right	Pupil Diameter Right [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Right	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
18699416.6	15:00:54:620	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699466.7	15:00:54:670	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699516.6	15:00:54:720	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699566.9	15:00:54:770	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699616.8	15:00:54:820	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699666.9	15:00:54:870	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699716.8	15:00:54:920	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699766.9	15:00:54:970	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699816.9	15:00:55:020	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699866.9	15:00:55:070	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699916.9	15:00:55:120	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18699968	15:00:55:171	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700016.9	15:00:55:220	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700068	15:00:55:271	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700117.3	15:00:55:321	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700167	15:00:55:371	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700217	15:00:55:421	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700267.4	15:00:55:471	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700317.1	15:00:55:521	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700367.1	15:00:55:571	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700417.1	15:00:55:621	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700468.1	15:00:55:672	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700517.2	15:00:55:721	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700567.3	15:00:55:771	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700617.3	15:00:55:821	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700667.8	15:00:55:871	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700717.3	15:00:55:921	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700768.3	15:00:55:972	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700817.4	15:00:56:021	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700868	15:00:56:071	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700917.3	15:00:56:121	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18700968.1	15:00:56:172	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701017.5	15:00:56:221	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701068	15:00:56:271	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701117.5	15:00:56:321	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701167.5	15:00:56:371	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701217.6	15:00:56:421	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701268	15:00:56:472	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701317.6	15:00:56:521	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701367.5	15:00:56:571	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701417.5	15:00:56:621	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701468	15:00:56:672	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701517.6	15:00:56:721	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701567.7	15:00:56:771	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701617.6	15:00:56:821	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701667.9	15:00:56:871	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701717.8	15:00:56:921	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701767.8	15:00:56:971	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701817.9	15:00:57:021	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701867.8	15:00:57:071	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701917.9	15:00:57:121	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18701967.9	15:00:57:171	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702018.2	15:00:57:222	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702068.1	15:00:57:272	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702117.9	15:00:57:321	Trial001	Noun_Practice.avi	0	14132.6	OH103	Crimson	22	Eye	Blink	4	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702493.8	15:00:57:697	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Information	Separator	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2354dfda85ca9d68801ebf295ba182ef.avi
18702518.1	15:00:57:721	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702568.2	15:00:57:771	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702618.5	15:00:57:822	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702668.2	15:00:57:871	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702718.2	15:00:57:921	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702768.2	15:00:57:971	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702818.2	15:00:58:021	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702868.8	15:00:58:072	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702918.3	15:00:58:122	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18702968.3	15:00:58:172	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703018.3	15:00:58:222	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703068.3	15:00:58:272	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703118.8	15:00:58:322	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703168.5	15:00:58:372	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703218.5	15:00:58:422	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703268.5	15:00:58:472	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703318.7	15:00:58:522	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703368.5	15:00:58:572	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703418.6	15:00:58:622	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703468.5	15:00:58:672	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703518.5	15:00:58:722	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703568.7	15:00:58:772	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703618.7	15:00:58:822	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703668.7	15:00:58:872	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703718.7	15:00:58:922	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703768.7	15:00:58:972	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703818.9	15:00:59:022	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703869.2	15:00:59:072	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703918.9	15:00:59:122	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18703968.8	15:00:59:172	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704019.1	15:00:59:222	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704069	15:00:59:272	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704118.9	15:00:59:322	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704168.9	15:00:59:372	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704218.9	15:00:59:422	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704269	15:00:59:472	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704319	15:00:59:522	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704369.1	15:00:59:572	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704419	15:00:59:622	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704469.2	15:00:59:672	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704519.2	15:00:59:722	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704569.1	15:00:59:772	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704619.1	15:00:59:822	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704669.1	15:00:59:872	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704719.2	15:00:59:922	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704769.2	15:00:59:972	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704819.2	15:01:00:022	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704869.3	15:01:00:072	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704919.2	15:01:00:122	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18704969.3	15:01:00:173	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705019.3	15:01:00:223	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705070.5	15:01:00:274	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705119.4	15:01:00:323	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705192.4	15:01:00:396	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705200.6	15:01:00:404	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705210.6	15:01:00:414	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705217.3	15:01:00:421	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705225.6	15:01:00:429	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705234	15:01:00:437	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705243.6	15:01:00:447	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705250.7	15:01:00:454	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705259	15:01:00:462	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705268.3	15:01:00:471	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705275.7	15:01:00:479	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705284.1	15:01:00:487	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705292.3	15:01:00:496	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705301.5	15:01:00:505	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705309.1	15:01:00:512	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705318.5	15:01:00:522	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705325.7	15:01:00:529	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705334.1	15:01:00:537	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705342.5	15:01:00:546	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705350.7	15:01:00:554	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705359.1	15:01:00:562	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705367.9	15:01:00:571	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705377.3	15:01:00:581	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705384.1	15:01:00:587	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705392.4	15:01:00:596	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705400.8	15:01:00:604	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705409.2	15:01:00:612	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705417.5	15:01:00:621	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705425.9	15:01:00:629	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705434.2	15:01:00:637	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705442.5	15:01:00:646	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705450.8	15:01:00:654	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705459.2	15:01:00:662	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705467.6	15:01:00:671	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705476.1	15:01:00:679	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705484.2	15:01:00:687	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705492.6	15:01:00:696	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705502.5	15:01:00:706	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705510	15:01:00:713	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705517.6	15:01:00:721	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705525.9	15:01:00:729	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705683.8	15:01:00:887	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
18705733.6	15:01:00:937	Trial002	Noun_Practice.avi	0	14077.6	OH103	Crimson	11	Eye	Blink	1	5.2	0	0	-	0	0	0	-	-	-	-	-	-	-	-
