ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[1]Hit	AOI[2]Hit	AOI[3]Hit	AOI[4]Hit	AOI[ 5]Hit	AOI[ 6]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11379	11:16:39.033	1167615532356744																		Unclassified	4724			-1	-1	-1	-1	-1	-1	324																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11451	11:16:39.104	1167615532428002																		Unclassified	4724			-1	-1	-1	-1	-1	-1	325																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11497	11:16:39.150	1167615532474058																		Unclassified	4724			-1	-1	-1	-1	-1	-1	326																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11535	11:16:39.189	1167615532512583																		Unclassified	4724			-1	-1	-1	-1	-1	-1	327																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11581	11:16:39.234	1167615532557975																		Unclassified	4724			-1	-1	-1	-1	-1	-1	328																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11619	11:16:39.273	1167615532596607																		Unclassified	4724			-1	-1	-1	-1	-1	-1	329																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11658	11:16:39.312	1167615532635174																		Unclassified	4724			-1	-1	-1	-1	-1	-1	330																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11696	11:16:39.350	1167615532673716																		Unclassified	4724			-1	-1	-1	-1	-1	-1	331																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11739	11:16:39.393	1167615532716189																		Unclassified	4724			-1	-1	-1	-1	-1	-1	332																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11785	11:16:39.439	1167615532762500																		Unclassified	4724			-1	-1	-1	-1	-1	-1	333																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11824	11:16:39.477	1167615532801066																		Unclassified	4724			-1	-1	-1	-1	-1	-1	334																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11862	11:16:39.516	1167615532839738																		Unclassified	4724			-1	-1	-1	-1	-1	-1	335																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11902	11:16:39.555	1167615532878912																		Unclassified	4724			-1	-1	-1	-1	-1	-1	336																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11940	11:16:39.594	1167615532917454																		Unclassified	4724			-1	-1	-1	-1	-1	-1	337																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									11979	11:16:39.632	1167615532955930																		Unclassified	4724			-1	-1	-1	-1	-1	-1	338																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12017	11:16:39.671	1167615532994475																		Unclassified	4724			-1	-1	-1	-1	-1	-1	339																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12051	11:16:39.704	1167615533028054																		Unclassified	4724			-1	-1	-1	-1	-1	-1	340																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12089	11:16:39.743	1167615533066547																		Unclassified	4724			-1	-1	-1	-1	-1	-1	341																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12128	11:16:39.781	1167615533105047																		Unclassified	4724			-1	-1	-1	-1	-1	-1	342																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12166	11:16:39.820	1167615533143619																		Unclassified	4724			-1	-1	-1	-1	-1	-1	343																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12205	11:16:39.859	1167615533182094																		Unclassified	4724			-1	-1	-1	-1	-1	-1	344																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12239	11:16:39.893	1167615533216713																		Unclassified	4724			-1	-1	-1	-1	-1	-1	345																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12278	11:16:39.932	1167615533255181																		Unclassified	4724			-1	-1	-1	-1	-1	-1	346																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12316	11:16:39.970	1167615533293430																		Unclassified	4724			-1	-1	-1	-1	-1	-1	347																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12360	11:16:40.014	1167615533337389																		Unclassified	4724			-1	-1	-1	-1	-1	-1	348																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12404	11:16:40.058	1167615533381391																		Unclassified	4724			-1	-1	-1	-1	-1	-1	349																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12448	11:16:40.102	1167615533425399																		Unclassified	4724			-1	-1	-1	-1	-1	-1	350																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12492	11:16:40.146	1167615533469364																		Unclassified	4724			-1	-1	-1	-1	-1	-1	351																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12536	11:16:40.189	1167615533512685																		Unclassified	4724			-1	-1	-1	-1	-1	-1	352																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12573	11:16:40.227	1167615533550223																		Unclassified	4724			-1	-1	-1	-1	-1	-1	353																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12616	11:16:40.270	1167615533593524																		Unclassified	4724			-1	-1	-1	-1	-1	-1	354																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12660	11:16:40.313	1167615533636854																		Unclassified	4724			-1	-1	-1	-1	-1	-1	355																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12703	11:16:40.357	1167615533680246																		Unclassified	4724			-1	-1	-1	-1	-1	-1	356																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12746	11:16:40.400	1167615533723561																		Unclassified	4724			-1	-1	-1	-1	-1	-1	357																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12790	11:16:40.443	1167615533766846																		Unclassified	4724			-1	-1	-1	-1	-1	-1	358																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12827	11:16:40.481	1167615533804442																		Unclassified	4724			-1	-1	-1	-1	-1	-1	359																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12871	11:16:40.524	1167615533847724																		Unclassified	4724			-1	-1	-1	-1	-1	-1	360																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12914	11:16:40.568	1167615533891058																		Unclassified	4724			-1	-1	-1	-1	-1	-1	361																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									12957	11:16:40.611	1167615533934378																		Unclassified	4724			-1	-1	-1	-1	-1	-1	362																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13001	11:16:40.654	1167615533977686																		Unclassified	4724			-1	-1	-1	-1	-1	-1	363																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13044	11:16:40.698	1167615534021403																		Unclassified	4724			-1	-1	-1	-1	-1	-1	364																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13082	11:16:40.736	1167615534059382																		Unclassified	4724			-1	-1	-1	-1	-1	-1	365																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13126	11:16:40.780	1167615534103123																		Unclassified	4724			-1	-1	-1	-1	-1	-1	366																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13170	11:16:40.824	1167615534146913																		Unclassified	4724			-1	-1	-1	-1	-1	-1	367																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13214	11:16:40.867	1167615534190726																		Unclassified	4724			-1	-1	-1	-1	-1	-1	368																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13257	11:16:40.911	1167615534234460																		Unclassified	4724			-1	-1	-1	-1	-1	-1	369																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13301	11:16:40.955	1167615534278202																		Unclassified	4724			-1	-1	-1	-1	-1	-1	370																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13339	11:16:40.993	1167615534316196																		Unclassified	4724			-1	-1	-1	-1	-1	-1	371																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13383	11:16:41.037	1167615534359961																		Unclassified	4724			-1	-1	-1	-1	-1	-1	372																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13427	11:16:41.080	1167615534403803																		Unclassified	4724			-1	-1	-1	-1	-1	-1	373																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13471	11:16:41.124	1167615534447597																		Unclassified	4724			-1	-1	-1	-1	-1	-1	374																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13514	11:16:41.168	1167615534491327																		Unclassified	4724			-1	-1	-1	-1	-1	-1	375																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13559	11:16:41.212	1167615534535530																		Unclassified	4724			-1	-1	-1	-1	-1	-1	376																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13597	11:16:41.251	1167615534574193																		Unclassified	4724			-1	-1	-1	-1	-1	-1	377																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13641	11:16:41.295	1167615534618406																		Unclassified	4724			-1	-1	-1	-1	-1	-1	378																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13680	11:16:41.334	1167615534656903																		Unclassified	4724			-1	-1	-1	-1	-1	-1	379																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13718	11:16:41.372	1167615534695460																		Unclassified	4724			-1	-1	-1	-1	-1	-1	380																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13755	11:16:41.409	1167615534732044																		Unclassified	4724			-1	-1	-1	-1	-1	-1	381																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13792	11:16:41.446	1167615534769351																		Unclassified	4724			-1	-1	-1	-1	-1	-1	382																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13830	11:16:41.483	1167615534806552																		Unclassified	4724			-1	-1	-1	-1	-1	-1	383																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13867	11:16:41.520	1167615534843763																		Unclassified	4724			-1	-1	-1	-1	-1	-1	384																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13904	11:16:41.558	1167615534880981																		Unclassified	4724			-1	-1	-1	-1	-1	-1	385																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13941	11:16:41.595	1167615534918282																		Unclassified	4724			-1	-1	-1	-1	-1	-1	386																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									13979	11:16:41.632	1167615534955500																		Unclassified	4724			-1	-1	-1	-1	-1	-1	387																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14016	11:16:41.669	1167615534992696																		Unclassified	4724			-1	-1	-1	-1	-1	-1	388																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14053	11:16:41.707	1167615535029893																		Unclassified	4724			-1	-1	-1	-1	-1	-1	389																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14090	11:16:41.744	1167615535067191																		Unclassified	4724			-1	-1	-1	-1	-1	-1	390																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14134	11:16:41.788	1167615535111194																		Unclassified	4724			-1	-1	-1	-1	-1	-1	391																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14178	11:16:41.832	1167615535155218																		Unclassified	4724			-1	-1	-1	-1	-1	-1	392																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14222	11:16:41.876	1167615535199216																		Unclassified	4724			-1	-1	-1	-1	-1	-1	393																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14266	11:16:41.920	1167615535243216																		Unclassified	4724			-1	-1	-1	-1	-1	-1	394																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14305	11:16:41.958	1167615535281426																		Unclassified	4724			-1	-1	-1	-1	-1	-1	395																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14349	11:16:42.002	1167615535325421																		Unclassified	4724			-1	-1	-1	-1	-1	-1	396																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14393	11:16:42.046	1167615535369393																		Unclassified	4724			-1	-1	-1	-1	-1	-1	397																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14437	11:16:42.090	1167615535413372																		Unclassified	4724			-1	-1	-1	-1	-1	-1	398																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14462	11:16:42.116	1167615535438871																		Unclassified	28			-1	-1	-1	-1	-1	-1	399	688	948	693	794	690	871	690	871	86.83	16.68	87.46	36.08	87.14	26.38	173.23	178.12	628.55	226.31	184.08	609.01					642.52	642.52	3.86	3.86	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14492	11:16:42.146	1167615535468892																		Unclassified	33			-1	-1	-1	-1	-1	-1	400	678	970	696	795	687	882	687	882	85.52	13.91	87.85	35.91	86.69	24.91	173.08	180.48	629.88	226.16	186.51	610.34					644.47	644.47	3.79	3.86	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14528	11:16:42.182	1167615535505088																	20	Saccade	74			-1	-1	-1	-1	-1	-1	401	948	1017	992	777	970	897	970	897	119.66	7.92	125.12	38.27	122.39	23.09	173.42	186.54	629.21	226.68	192.79	610.55					645.66	645.66	3.82	4.00	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14564	11:16:42.218	1167615535541239																	20	Saccade	74			-1	-1	-1	-1	-1	-1	402	1040	932	1088	718	1064	825	1064	825	131.16	18.69	137.31	45.70	134.24	32.19	173.48	192.59	626.53	226.92	199.17	608.46					644.98	644.98	3.73	3.91	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14604	11:16:42.257	1167615535580546																18		Fixation	147	1094	854	-1	-1	-1	-1	-1	-1	403	1169	914	1080	838	1124	876	1124	876	147.51	21.00	136.27	30.54	141.89	25.77	173.65	199.68	621.27	227.12	206.69	603.35					642.28	642.28	4.16	3.97	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14642	11:16:42.295	1167615535618587																18		Fixation	147	1094	854	-1	-1	-1	-1	-1	-1	404	1111	936	1079	740	1095	838	1095	838	140.15	18.12	136.13	42.93	138.14	30.52	173.54	207.29	613.37	226.94	214.27	595.37					637.37	637.37	4.14	3.93	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14677	11:16:42.331	1167615535653980																18		Fixation	147	1094	854	-1	-1	-1	-1	-1	-1	405	1060	956	1092	777	1076	866	1076	866	133.71	15.67	137.79	38.24	135.75	26.95	173.22	213.67	604.83	226.57	220.50	586.62					631.55	631.55	4.06	3.95	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14713	11:16:42.366	1167615535689499																18		Fixation	147	1094	854	-1	-1	-1	-1	-1	-1	406	1110	914	1050	755	1080	834	1080	834	140.08	20.89	132.49	41.06	136.28	30.98	172.74	219.27	595.18	226.03	225.68	576.69					624.54	624.54	4.08	3.99	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14748	11:16:42.402	1167615535725265																	21	Saccade	71			-1	-1	-1	-1	-1	-1	407	870	1095	872	923	871	1009	871	1009	109.77	-1.83	110.00	19.85	109.89	9.01	172.02	224.28	585.53	225.29	230.03	567.09					617.41	617.41	4.02	4.00	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14784	11:16:42.438	1167615535761138																	21	Saccade	71			-1	-1	-1	-1	-1	-1	408	487	1558	537	1355	512	1456			61.48	-60.33	67.79	-34.67	64.63	-47.50	171.10	229.08	576.66	224.23	233.68	558.18					611.01	611.01	3.99	3.96	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									14820	11:16:42.473	1167615535796536																		Unclassified	36			-1	-1	-1	-1	-1	-1	409	463	1435	466	1499	464	1467			58.47	-44.85	58.74	-52.85	58.60	-48.85	170.62	234.02	568.84	223.92	237.24	550.37					605.76	605.76	3.89	3.92	0	0				
