ExportDate	StudioVersionRec	StudioProjectName	StudioTestName	ParticipantName	[Gender]Value	RecordingName	RecordingDate	RecordingDuration	RecordingResolution	FixationFilter	MediaName	MediaPosX (ADCSpx)	MediaPosY (ADCSpx)	MediaWidth	MediaHeight	SegmentName	SegmentStart	SegmentEnd	SegmentDuration	SceneName	SceneSegmentStart	SceneSegmentEnd	SceneSegmentDuration	RecordingTimestamp	LocalTimeStamp	EyeTrackerTimestamp	MouseEventIndex	MouseEvent	MouseEventX (ADCSpx)	MouseEventY (ADCSpx)	MouseEventX (MCSpx)	MouseEventY (MCSpx)	KeyPressEventIndex	KeyPressEvent	StudioEventIndex	StudioEvent	StudioEventData	ExternalEventIndex	ExternalEvent	ExternalEventValue	EventMarkerValue	FixationIndex	SaccadeIndex	GazeEventType	GazeEventDuration	FixationPointX (MCSpx)	FixationPointY (MCSpx)	AOI[1]Hit	AOI[2]Hit	AOI[3]Hit	AOI[4]Hit	AOI[ 5]Hit	AOI[ 6]Hit	GazePointIndex	GazePointLeftX (ADCSpx)	GazePointLeftY (ADCSpx)	GazePointRightX (ADCSpx)	GazePointRightY (ADCSpx)	GazePointX (ADCSpx)	GazePointY (ADCSpx)	GazePointX (MCSpx)	GazePointY (MCSpx)	GazePointLeftX (ADCSmm)	GazePointLeftY (ADCSmm)	GazePointRightX (ADCSmm)	GazePointRightY (ADCSmm)	StrictAverageGazePointX (ADCSmm)	StrictAverageGazePointY (ADCSmm)	EyePosLeftX (ADCSmm)	EyePosLeftY (ADCSmm)	EyePosLeftZ (ADCSmm)	EyePosRightX (ADCSmm)	EyePosRightY (ADCSmm)	EyePosRightZ (ADCSmm)	CamLeftX	CamLeftY	CamRightX	CamRightY	DistanceLeft	DistanceRight	PupilLeft	PupilRight	ValidityLeft	ValidityRight	IRMarkerCount	IRMarkerID	PupilGlassesRight	
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77171	11:17:44.824	1167615598135938																	89	Saccade	66			0	0	0	0	0	0	2060	668	890	736	872	702	881	702	881	84.25	23.96	92.90	26.27	88.58	25.11	148.49	254.62	476.38	204.54	251.57	469.52					531.01	531.01	3.39	3.45	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77203	11:17:44.857	1167615598168328																	89	Saccade	66			0	0	0	0	0	0	2061	900	889	858	775	879	832	879	832	113.52	24.05	108.23	38.43	110.87	31.24	147.83	255.31	475.91	203.84	252.29	468.96					530.91	530.91	3.51	3.46	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77237	11:17:44.891	1167615598202462																86		Fixation	205	935	800	0	0	0	0	1	0	2062	941	819	926	771	933	795	933	795	118.72	32.96	116.85	38.97	117.78	35.96	146.63	256.36	475.51	202.64	253.28	468.19					531.04	531.04	3.46	3.48	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77271	11:17:44.925	1167615598235972																86		Fixation	205	935	800	0	0	0	0	1	0	2063	943	847	921	765	932	806	932	806	118.99	29.46	116.26	39.78	117.63	34.62	145.51	257.81	475.25	201.51	254.68	467.55					531.49	531.49	3.45	3.47	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77305	11:17:44.959	1167615598270090																86		Fixation	205	935	800	0	0	0	0	1	0	2064	941	833	923	741	932	787	932	787	118.77	31.18	116.41	42.83	117.59	37.00	144.30	259.36	474.92	200.26	256.23	466.83					531.92	531.92	3.47	3.51	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77339	11:17:44.992	1167615598303917																86		Fixation	205	935	800	0	0	0	0	1	0	2065	948	832	940	754	944	793	944	793	119.67	31.33	118.63	41.17	119.15	36.25	142.91	260.88	474.52	198.82	257.78	466.01					532.29	532.29	3.49	3.48	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77374	11:17:45.027	1167615598338806																86		Fixation	205	935	800	0	0	0	0	1	0	2066	941	869	944	764	942	816	942	816	118.77	26.59	119.05	39.91	118.91	33.25	141.26	262.47	474.21	197.12	259.55	465.33					532.77	532.77	3.48	3.49	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77408	11:17:45.062	1167615598372959																86		Fixation	205	935	800	0	0	0	0	1	0	2067	930	849	923	762	926	805	926	805	117.35	29.12	116.47	40.12	116.91	34.62	139.40	263.81	473.89	195.21	261.24	464.58					533.11	533.11	3.48	3.50	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77443	11:17:45.096	1167615598407654																	90	Saccade	35			0	0	0	0	0	0	2068	1276	850	1323	817	1299	833	1299	833	160.94	29.00	166.95	33.14	163.94	31.07	137.74	264.73	473.64	193.35	262.43	463.66					533.31	533.31	3.45	3.46	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77478	11:17:45.132	1167615598442972																87		Fixation	137	1339	860	0	0	0	0	0	1	2069	1343	862	1363	806	1353	834	1353	834	169.49	27.53	171.91	34.53	170.70	31.03	135.91	264.99	473.28	191.39	262.76	462.62					533.09	533.09	3.45	3.44	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77513	11:17:45.167	1167615598478078																87		Fixation	137	1339	860	0	0	0	0	0	1	2070	1361	888	1346	815	1353	851	1353	851	171.70	24.18	169.80	33.47	170.75	28.82	134.29	264.39	472.59	189.78	262.40	461.76					532.15	532.15	3.48	3.44	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77547	11:17:45.201	1167615598511923																87		Fixation	137	1339	860	0	0	0	0	0	1	2071	1328	883	1331	822	1329	852	1329	852	167.56	24.80	167.92	32.56	167.74	28.68	133.10	263.24	471.70	188.60	261.55	461.01					530.76	530.76	3.42	3.44	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77581	11:17:45.234	1167615598545888																87		Fixation	137	1339	860	0	0	0	0	0	1	2072	1347	910	1296	893	1321	901	1321	901	169.97	21.42	163.52	23.66	166.75	22.54	132.22	262.45	471.22	187.71	261.08	460.58					529.93	529.93	3.45	3.35	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77614	11:17:45.268	1167615598579528																	91	Saccade	170			0	0	0	0	0	0	2073																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77647	11:17:45.301	1167615598612075																	91	Saccade	170			0	0	0	0	0	0	2074																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77673	11:17:45.326	1167615598637872																	91	Saccade	170			0	0	0	0	0	0	2075	1777	1458			1777	1458			224.27	-47.65					129.40	262.61	471.38		-8.38						530.10		1.98		0	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77699	11:17:45.353	1167615598664125																	91	Saccade	170			0	0	0	0	0	0	2076																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77730	11:17:45.384	1167615598694919																	91	Saccade	170			0	0	0	0	0	0	2077																			-8.38										4	4				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77757	11:17:45.411	1167615598722535																	91	Saccade	170			0	0	0	0	0	0	2078	1309	821	1320	756	1314	788	1314	788	165.10	32.74	166.49	40.92	165.80	36.83	127.86	261.95	468.11	183.40	261.60	457.03					526.94	526.94	3.45	3.51	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77779	11:17:45.432	1167615598743697																88		Fixation	296	1351	812	0	0	0	0	0	1	2079	1308	823	1353	738	1330	780	1330	780	165.03	32.41	170.68	43.14	167.85	37.78	127.49	261.73	467.47	183.01	261.48	456.31					526.27	526.27	3.46	3.51	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77813	11:17:45.467	1167615598778315																88		Fixation	296	1351	812	0	0	0	0	0	1	2080	1328	856	1322	763	1325	809	1325	809	167.59	28.32	166.81	39.97	167.20	34.14	127.17	261.36	466.72	182.72	261.18	455.58					525.44	525.44	3.46	3.53	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77846	11:17:45.500	1167615598810949																88		Fixation	296	1351	812	0	0	0	0	0	1	2081	1327	846	1325	744	1326	795	1326	795	167.39	29.47	167.18	42.41	167.29	35.94	127.04	261.12	466.11	182.59	260.81	454.80					524.79	524.79	3.45	3.51	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77879	11:17:45.532	1167615598843657																88		Fixation	296	1351	812	0	0	0	0	0	1	2082	1305	820	1337	749	1321	784	1321	784	164.61	32.80	168.75	41.76	166.68	37.28	127.08	261.14	465.45	182.61	260.77	454.14					524.23	524.23	3.43	3.51	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77912	11:17:45.565	1167615598876766																88		Fixation	296	1351	812	0	0	0	0	0	1	2083	1368	864	1393	785	1380	824	1380	824	172.62	27.31	175.70	37.17	174.16	32.24	127.27	261.48	464.78	182.76	261.00	453.54					523.83	523.83	3.44	3.50	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77945	11:17:45.599	1167615598910145																88		Fixation	296	1351	812	0	0	0	0	0	1	2084	1347	893	1386	774	1366	833	1366	833	170.02	23.64	174.84	38.57	172.43	31.10	127.46	262.00	464.01	182.99	261.41	452.86					523.44	523.44	3.45	3.50	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									77979	11:17:45.633	1167615598943878																88		Fixation	296	1351	812	0	0	0	0	0	1	2085	1361	880	1377	770	1369	825	1369	825	171.77	25.26	173.72	39.17	172.74	32.22	127.73	262.37	463.00	183.29	261.78	452.16					522.77	522.77	3.47	3.50	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78013	11:17:45.666	1167615598977825																88		Fixation	296	1351	812	0	0	0	0	0	1	2086	1362	887	1389	768	1375	827	1375	827	171.86	24.36	175.20	39.33	173.53	31.84	128.02	262.61	461.99	183.61	261.87	451.30					522.04	522.04	3.51	3.53	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78047	11:17:45.701	1167615599011990																88		Fixation	296	1351	812	0	0	0	0	0	1	2087	1354	884	1368	770	1361	827	1361	827	170.84	24.74	172.63	39.06	171.73	31.90	128.28	262.60	460.93	183.94	261.80	450.54					521.13	521.13	3.54	3.53	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78082	11:17:45.735	1167615599046751																	92	Saccade	103			0	0	0	0	0	0	2088	1156	899	1237	772	1196	835	1196	835	145.81	22.87	156.06	38.85	150.93	30.86	128.36	262.45	459.85	184.00	261.53	449.61					520.13	520.13	3.59	3.57	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78116	11:17:45.769	1167615599080794																	92	Saccade	103			0	0	0	0	0	0	2089	812	819	807	720	809	769	809	769	102.49	32.96	101.86	45.37	102.18	39.16	127.95	262.54	459.23	183.57	261.63	449.12					519.65	519.65	3.59	3.64	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78150	11:17:45.804	1167615599114956																	92	Saccade	103			0	0	0	0	0	0	2090	721	826	753	702	737	764	737	764	91.02	32.05	95.06	47.63	93.04	39.84	128.00	262.63	458.44	183.69	261.73	448.54					519.02	519.02	3.59	3.64	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78184	11:17:45.838	1167615599149058																89		Fixation	103	752	761	0	0	0	0	0	0	2091	734	812	758	702	746	757	746	757	92.67	33.77	95.62	47.68	94.14	40.72	127.83	262.78	457.83	183.56	262.03	448.12					518.57	518.57	3.58	3.64	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78219	11:17:45.873	1167615599183952																89		Fixation	103	752	761	0	0	0	0	0	0	2092	737	807	779	705	758	756	758	756	92.95	34.43	98.35	47.33	95.65	40.88	127.53	262.99	457.41	183.26	262.27	447.69					518.32	518.32	3.59	3.65	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78253	11:17:45.907	1167615599217795																89		Fixation	103	752	761	0	0	0	0	0	0	2093	730	814	775	724	752	769	752	769	92.17	33.59	97.77	44.94	94.97	39.26	127.19	262.97	456.95	182.93	262.39	447.33					517.92	517.92	3.55	3.66	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78287	11:17:45.941	1167615599251901																	93	Saccade	34			0	0	0	0	0	0	2094	794	806	865	745	829	775	829	775	100.16	34.59	109.16	42.21	104.66	38.40	126.95	262.83	456.64	182.67	262.33	446.98					517.57	517.57	3.49	3.65	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78321	11:17:45.975	1167615599285892																90		Fixation	135	886	783	0	0	0	0	1	0	2095	863	835	914	743	888	789	888	789	108.91	30.92	115.36	42.47	112.13	36.69	126.73	262.45	456.21	182.44	262.09	446.63					517.01	517.01	3.53	3.67	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78355	11:17:46.009	1167615599319875																90		Fixation	135	886	783	0	0	0	0	1	0	2096	857	822	895	735	876	778	876	778	108.10	32.52	112.93	43.50	110.51	38.01	126.42	262.10	455.95	182.15	261.87	446.49					516.60	516.60	3.51	3.64	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78389	11:17:46.042	1167615599353585																90		Fixation	135	886	783	0	0	0	0	1	0	2097	855	830	919	729	887	779	887	779	107.84	31.53	115.95	44.27	111.90	37.90	126.10	261.81	455.64	181.83	261.59	446.19					516.18	516.18	3.47	3.60	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78422	11:17:46.076	1167615599387296																90		Fixation	135	886	783	0	0	0	0	1	0	2098	860	823	921	746	890	784	890	784	108.49	32.43	116.27	42.19	112.38	37.31	125.81	261.66	455.50	181.56	261.53	446.15					515.98	515.98	3.49	3.62	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78456	11:17:46.110	1167615599421078																	94	Saccade	34			0	0	0	0	0	0	2099	901	153	997	82	949	117	949	117	113.65	116.95	125.80	125.98	119.73	121.46	125.72	262.13	455.47	181.16	262.12	446.13					516.20	516.20	3.48	3.60	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78490	11:17:46.144	1167615599454811																91		Fixation	170	942	73	0	1	0	0	0	0	2100	889	92	984	30	936	61	936	61	112.14	124.67	124.09	132.45	118.12	128.56	125.31	262.17	455.42	180.90	262.27	446.16					516.18	516.18	3.50	3.62	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78524	11:17:46.178	1167615599489306																91		Fixation	170	942	73	0	1	0	0	0	0	2101	896	103	975	55	935	79	935	79	112.99	123.32	123.06	129.37	118.03	126.35	124.99	262.15	455.48	180.64	262.35	446.29					516.21	516.21	3.50	3.60	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78558	11:17:46.212	1167615599523124																91		Fixation	170	942	73	0	1	0	0	0	0	2102	904	106	990	48	947	77	947	77	114.11	122.90	124.88	130.26	119.49	126.58	124.74	262.04	455.45	180.43	262.26	446.32					516.14	516.14	3.49	3.60	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78592	11:17:46.246	1167615599556845																91		Fixation	170	942	73	0	1	0	0	0	0	2103	913	88	990	56	951	72	951	72	115.14	125.18	124.96	129.25	120.05	127.21	124.55	261.88	455.48	180.30	262.10	446.39					516.07	516.07	3.48	3.63	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78626	11:17:46.280	1167615599590752																91		Fixation	170	942	73	0	1	0	0	0	0	2104	902	108	973	42	937	75	937	75	113.84	122.67	122.79	130.94	118.31	126.80	124.49	261.79	455.51	180.26	261.99	446.54					516.05	516.05	3.48	3.65	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78660	11:17:46.314	1167615599624781																	95	Saccade	34			0	0	0	0	0	0	2105	899	274	934	196	916	235	916	235	113.47	101.70	117.79	111.60	115.63	106.65	124.50	261.67	455.49	180.23	261.77	446.51					515.97	515.97	3.47	3.57	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78694	11:17:46.348	1167615599658716																92		Fixation	616	928	211	0	1	0	0	0	0	2106	921	236	966	171	943	203	943	203	116.15	106.46	121.83	114.66	118.99	110.56	124.58	261.51	455.24	180.36	261.55	446.31					515.67	515.67	3.46	3.59	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78728	11:17:46.381	1167615599692509																92		Fixation	616	928	211	0	1	0	0	0	0	2107	911	239	974	143	942	191	942	191	114.88	106.17	122.87	118.16	118.87	112.17	124.71	261.23	455.05	180.50	261.25	446.09					515.37	515.37	3.44	3.58	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78761	11:17:46.415	1167615599725879																92		Fixation	616	928	211	0	1	0	0	0	0	2108	909	224	985	176	947	200	947	200	114.69	107.97	124.24	114.11	119.47	111.04	124.78	260.81	454.75	180.56	260.83	445.71					514.89	514.89	3.42	3.55	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78795	11:17:46.448	1167615599759547																92		Fixation	616	928	211	0	1	0	0	0	0	2109	913	212	987	155	950	183	950	183	115.21	109.57	124.57	116.74	119.89	113.15	124.74	260.50	454.48	180.54	260.62	445.49					514.50	514.50	3.40	3.55	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78828	11:17:46.482	1167615599793298																92		Fixation	616	928	211	0	1	0	0	0	0	2110	915	236	996	160	955	198	955	198	115.45	106.53	125.61	116.03	120.53	111.28	124.63	260.33	454.09	180.42	260.55	445.10					514.08	514.08	3.40	3.57	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78862	11:17:46.516	1167615599826811																92		Fixation	616	928	211	0	1	0	0	0	0	2111	905	225	984	153	944	189	944	189	114.21	107.90	124.13	116.92	119.17	112.41	124.47	260.40	453.84	180.26	260.69	444.78					513.89	513.89	3.38	3.56	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78895	11:17:46.549	1167615599860300																92		Fixation	616	928	211	0	1	0	0	0	0	2112	916	235	988	158	952	196	952	196	115.56	106.60	124.67	116.33	120.11	111.46	124.23	260.61	453.56	180.02	261.08	444.43					513.77	513.77	3.42	3.56	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78929	11:17:46.583	1167615599894092																92		Fixation	616	928	211	0	1	0	0	0	0	2113	895	230	993	164	944	197	944	197	112.95	107.26	125.35	115.60	119.15	111.43	123.86	260.83	453.19	179.62	261.78	444.04					513.57	513.57	3.41	3.58	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78963	11:17:46.617	1167615599927985																92		Fixation	616	928	211	0	1	0	0	0	0	2114	902	219	989	173	945	196	945	196	113.80	108.59	124.75	114.46	119.27	111.52	123.44	261.19	453.20	179.12	262.54	443.52					513.77	513.77	3.42	3.62	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									78997	11:17:46.651	1167615599962179																92		Fixation	616	928	211	0	1	0	0	0	0	2115	902	235	993	167	947	201	947	201	113.78	106.62	125.29	115.20	119.53	110.91	123.06	261.55	453.14	178.63	263.18	443.00					513.91	513.91	3.43	3.64	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79032	11:17:46.686	1167615599996923																92		Fixation	616	928	211	0	1	0	0	0	0	2116	851	253	923	214	887	233	887	233	107.40	104.38	116.49	109.23	111.95	106.81	122.77	262.34	453.37	178.24	263.72	442.89					514.51	514.51	3.44	3.66	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79067	11:17:46.720	1167615600031422																92		Fixation	616	928	211	0	1	0	0	0	0	2117	873	262	933	189	903	225	903	225	110.16	103.19	117.78	112.47	113.97	107.83	123.00	263.63	454.02	178.45	264.01	443.24					515.74	515.74	3.48	3.67	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79101	11:17:46.755	1167615600065715																92		Fixation	616	928	211	0	1	0	0	0	0	2118	860	257	967	202	913	229	913	229	108.45	103.81	121.96	110.77	115.20	107.29	124.09	265.05	454.57	179.53	264.21	443.71					516.96	516.96	3.50	3.66	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79136	11:17:46.790	1167615600100821																92		Fixation	616	928	211	0	1	0	0	0	0	2119	876	261	944	187	910	224	910	224	110.56	103.39	119.14	112.66	114.85	108.02	126.10	266.55	455.19	181.64	264.74	444.96					518.30	518.30	3.52	3.68	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79170	11:17:46.824	1167615600135196																92		Fixation	616	928	211	0	1	0	0	0	0	2120	870	273	960	209	915	241	915	241	109.71	101.87	121.08	109.84	115.40	105.86	128.61	267.97	456.41	184.21	265.18	446.60					520.11	520.11	3.54	3.72	0	0				
9/25/2014	3.2.2	ISPY	New test	ISPY07	Female	ISPY07	9/25/2014	201727	1920 x 1080	I-VT filter	Screen Recordings (1)	0	0	1920	1080									79205	11:17:46.859	1167615600170110																92		Fixation	616	928	211	0	1	0	0	0	0	2121	858	258	960	209	909	233	909	233	108.23	103.70	121.17	109.85	114.70	106.78	131.37	269.18	458.12	187.04	265.84	448.89					522.25	522.25	3.52	3.69	0	0				
